solver,threads,clock_time,wall_clock_time,matrix_info,trial
hypre,1,0.084034,"0.0864021
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,6,0.084486,"0.0844702
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,11,0.084309,"0.118075
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,16,0.084897,"0.0848492
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,21,0.084636,"0.121389
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,26,0.081328,"0.0915841
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,31,0.084266,"0.104366
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,36,0.084674,"0.0846301
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,41,0.083994,"0.099069
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,46,0.084105,"0.123361
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,51,0.084629,"0.114177
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,56,0.084754,"0.110198
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,61,0.084074,"0.0840506
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,66,0.084229,"0.0843373
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,71,0.082969,"0.0869156
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,76,0.083838,"0.083884
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,81,0.084429,"0.1123
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,86,0.084377,"0.0906781
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,91,0.087384,"0.156728
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,96,0.085749,"0.1105
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,0
hypre,1,0.084311,"0.0990078
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,6,0.084042,"0.100729
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,11,0.085556,"0.141334
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,16,0.084337,"0.098787
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,21,0.0849,"0.181307
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,26,0.085098,"0.123851
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,31,0.0841,"0.0945271
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,36,0.085588,"0.107576
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,41,0.084631,"0.0845854
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,46,0.094497,"0.150007
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,51,0.084476,"0.0844726
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,56,0.084469,"0.106112
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,61,0.085333,"0.093617
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,66,0.085545,"0.105187
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
hypre,71,0.084854,"0.115666
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/75_4_A.bin,1
