solver,threads,clock_time,wall_clock_time,matrix_info,trial
amgcl,1,12.331,"14.7315
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,0
amgcl,6,121.245,"29.0009
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,0
amgcl,11,693.068,"110.231
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,0
amgcl,16,1746.81,"206.573
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,0
amgcl,21,2008.09,"191.649
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,0
amgcl,26,4253.38,"316.3
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,0
amgcl,1,12.3802,"14.6481
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,1
amgcl,6,81.5966,"17.4935
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,1
amgcl,11,491.657,"71.6997
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,1
amgcl,16,1768.77,"251.894
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,1
amgcl,21,4681.82,"514.269
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,1
amgcl,26,8000.48,"720.987
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,1
amgcl,1,12.8702,"16.5487
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,2
amgcl,6,131.51,"31.383
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,2
amgcl,11,336.39,"44.0327
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,2
amgcl,16,468.524,"41.885
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,2
amgcl,21,3463.37,"310.39
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,2
amgcl,26,6725.08,"552.258
",/u/1/chenyang/matrix_resource/solver-mat-0906/golf-ball-doformable-wall/74_2_A.bin,2
